"Date","Price","Open","High","Low","Vol.","Change %"
"03/24/2023","106.37","108.84","108.85","105.63","9.28M","-2.51%"
"03/23/2023","109.11","108.75","109.64","107.84","7.39M","0.09%"
"03/22/2023","109.01","113.35","113.35","108.88","9.34M","-3.79%"
"03/21/2023","113.30","114.45","114.88","113.08","5.85M","-0.86%"
"03/20/2023","114.28","112.56","114.61","111.05","6.35M","1.27%"
"03/17/2023","112.85","115.22","116.12","111.73","22.90M","-1.89%"
"03/16/2023","115.02","117.08","117.98","113.13","13.44M","-1.69%"
"03/15/2023","117.00","117.69","117.86","114.94","13.36M","-0.79%"
"03/14/2023","117.93","116.33","119.36","116.33","9.47M","1.78%"
"03/13/2023","115.87","115.92","116.83","112.52","13.35M","-0.04%"
"03/10/2023","115.92","117.10","117.10","114.85","11.06M","-1.50%"
"03/09/2023","117.69","121.09","121.09","117.20","11.29M","-3.24%"
"03/08/2023","121.63","122.77","122.77","121.13","10.62M","-1.14%"
"03/07/2023","123.03","125.97","127.17","122.69","10.61M","-2.33%"
"03/06/2023","125.96","124.30","125.96","123.51","6.16M","1.64%"
"03/03/2023","123.93","123.17","124.41","123.15","7.50M","0.92%"
"03/02/2023","122.80","121.87","123.51","121.39","7.17M","0.52%"
"03/01/2023","122.16","125.78","125.78","121.90","8.63M","-3.46%"
"02/28/2023","126.54","125.95","126.78","125.10","8.68M","0.13%"
"02/27/2023","126.38","124.79","126.71","124.79","7.23M","1.46%"
"02/24/2023","124.56","127.37","127.86","124.49","10.50M","-2.00%"
"02/23/2023","127.10","126.14","127.50","125.86","8.87M","1.02%"
"02/22/2023","125.82","126.75","126.75","124.64","7.03M","-0.94%"
"02/21/2023","127.01","129.17","129.17","126.58","7.87M","-1.79%"
"02/20/2023","129.33","130.11","130.58","129.19","4.67M","-0.21%"
"02/17/2023","129.60","128.58","130.28","127.15","8.01M","0.22%"
"02/16/2023","129.32","130.10","131.20","127.61","8.78M","-0.56%"
"02/15/2023","130.05","130.88","130.88","129.42","6.06M","-1.03%"
"02/14/2023","131.41","131.90","133.52","131.11","7.11M","0.02%"
"02/13/2023","131.39","130.41","131.39","129.39","6.14M","0.31%"
"02/10/2023","130.98","132.39","132.73","129.91","7.13M","-1.14%"
"02/09/2023","132.49","132.88","133.47","131.90","6.38M","0.15%"
"02/08/2023","132.29","131.91","134.06","131.91","8.46M","0.74%"
"02/07/2023","131.32","132.71","132.71","130.07","8.08M","-0.95%"
"02/06/2023","132.58","135.18","135.18","131.21","7.59M","-2.12%"
"02/03/2023","135.45","137.92","137.92","134.77","7.88M","-2.32%"
"02/02/2023","138.66","130.77","138.66","130.77","13.26M","6.81%"
"02/01/2023","129.82","129.51","131.21","129.42","5.32M","0.39%"
"01/31/2023","129.31","130.50","130.50","129.08","7.63M","-1.22%"
"01/30/2023","130.91","131.83","131.83","129.58","6.04M","-1.07%"
"01/27/2023","132.33","131.29","132.40","130.80","5.22M","1.25%"
"01/26/2023","130.70","130.99","132.11","130.18","6.71M","0.03%"
"01/25/2023","130.66","130.51","131.22","129.42","5.61M","-0.24%"
"01/24/2023","130.97","131.48","132.45","130.45","5.68M","-0.29%"
"01/23/2023","131.35","129.48","131.56","129.48","6.90M","1.37%"
"01/20/2023","129.58","129.65","130.67","128.83","6.06M","0.07%"
"01/19/2023","129.49","131.37","131.74","129.34","8.32M","-1.83%"
"01/18/2023","131.91","133.77","134.01","131.87","6.86M","-1.18%"
"01/17/2023","133.49","133.95","134.58","131.71","8.96M","-0.19%"
"01/16/2023","133.74","131.40","134.15","131.10","5.97M","2.12%"
"01/13/2023","130.96","131.39","132.13","130.44","5.87M","-0.14%"
"01/12/2023","131.14","129.20","131.97","128.64","9.01M","1.64%"
"01/11/2023","129.03","125.47","129.13","125.47","8.19M","3.08%"
"01/10/2023","125.17","126.00","126.46","124.80","6.51M","-0.99%"
"01/09/2023","126.42","124.71","126.93","123.62","6.65M","1.89%"
"01/06/2023","124.07","123.20","124.18","122.06","4.58M","0.74%"
"01/05/2023","123.16","124.59","125.81","123.16","4.69M","-1.49%"
"01/04/2023","125.02","122.65","125.53","122.22","8.01M","2.40%"
"01/03/2023","122.09","120.05","123.26","119.98","6.42M","2.08%"
"01/02/2023","119.60","118.06","119.91","118.06","3.03M","1.80%"
"12/30/2022","117.48","119.22","119.57","117.48","3.18M","-1.49%"
"12/29/2022","119.26","117.74","119.32","116.60","4.19M","1.24%"
"12/28/2022","117.80","117.35","119.30","117.03","4.44M","0.39%"
"12/27/2022","117.34","117.86","118.24","116.65","3.51M","-0.18%"
"12/23/2022","117.55","116.76","118.42","116.23","5.01M","0.62%"
"12/22/2022","116.83","117.69","118.26","115.99","6.47M","-0.90%"
"12/21/2022","117.89","115.14","118.19","115.14","7.46M","2.99%"
"12/20/2022","114.47","116.21","116.21","112.81","7.77M","-2.15%"
"12/19/2022","116.99","117.21","118.23","116.25","5.22M","-0.28%"
"12/16/2022","117.32","123.19","123.30","116.00","31.43M","-4.79%"
"12/15/2022","123.22","125.58","126.76","123.22","9.87M","-2.65%"
"12/14/2022","126.58","124.73","127.24","124.03","7.17M","1.17%"
"12/13/2022","125.11","121.84","127.57","120.86","10.67M","2.89%"
"12/12/2022","121.60","122.26","122.94","120.25","6.91M","-1.12%"
"12/09/2022","122.98","121.84","123.30","120.76","8.04M","1.07%"
"12/08/2022","121.68","121.73","123.30","119.59","8.71M","-0.14%"
"12/07/2022","121.85","122.44","122.46","121.29","7.36M","-0.86%"
"12/06/2022","122.91","123.38","124.63","122.27","9.60M","-0.50%"
"12/05/2022","123.53","123.17","124.94","122.63","9.69M","0.48%"
"12/02/2022","122.94","121.23","124.37","120.95","8.23M","1.34%"
"12/01/2022","121.32","120.96","123.85","120.90","10.26M","1.30%"
"11/30/2022","119.76","122.01","122.84","119.34","14.61M","-1.36%"
"11/29/2022","121.41","122.76","123.80","120.49","6.57M","-0.96%"
"11/28/2022","122.59","124.31","124.89","121.18","6.64M","-1.38%"
"11/25/2022","124.30","125.08","125.25","122.79","5.69M","-0.93%"
"11/24/2022","125.47","122.16","126.74","122.16","9.22M","2.52%"
"11/23/2022","122.38","122.50","122.74","120.54","6.44M","-0.05%"
"11/22/2022","122.44","123.09","123.74","121.52","5.82M","-0.52%"
"11/21/2022","123.08","123.06","123.76","122.18","5.55M","-0.13%"
"11/18/2022","123.24","121.62","123.41","120.86","6.04M","1.57%"
"11/17/2022","121.33","123.02","124.29","120.39","7.12M","-0.92%"
"11/16/2022","122.46","125.41","125.41","121.59","7.10M","-2.62%"
"11/15/2022","125.76","125.20","127.05","124.12","7.87M","0.22%"
"11/14/2022","125.48","127.38","127.69","124.88","8.35M","-1.37%"
"11/11/2022","127.22","126.54","130.70","126.54","11.36M","0.79%"
"11/10/2022","126.22","118.54","126.78","116.04","11.92M","6.38%"
"11/09/2022","118.65","117.92","118.79","115.76","10.48M","0.53%"
"11/08/2022","118.02","117.16","118.25","115.64","6.52M","0.55%"
"11/07/2022","117.37","116.33","118.79","116.12","7.42M","0.87%"
"11/04/2022","116.36","114.05","116.87","113.59","8.96M","2.20%"
"11/03/2022","113.85","116.48","116.48","112.09","7.92M","-2.91%"
"11/02/2022","117.26","118.84","118.84","115.51","12.88M","-1.23%"
"11/01/2022","118.72","116.35","120.60","116.35","18.18M","2.20%"
"10/31/2022","116.17","115.49","116.19","114.64","12.65M","0.81%"
"10/28/2022","115.24","116.88","116.88","113.94","10.17M","-1.97%"
"10/27/2022","117.55","114.42","118.01","113.79","11.65M","2.56%"
"10/26/2022","114.62","114.67","115.34","113.47","9.49M","-0.27%"
"10/25/2022","114.93","109.41","114.93","108.26","11.01M","5.33%"
"10/24/2022","109.11","108.23","109.98","107.09","7.29M","1.74%"
"10/21/2022","107.24","108.81","109.83","105.83","8.40M","-1.79%"
"10/20/2022","109.20","106.97","109.87","105.91","9.96M","1.88%"
"10/19/2022","107.18","110.17","110.23","106.86","7.31M","-2.58%"
"10/18/2022","110.02","110.59","111.87","109.93","8.98M","-0.70%"
"10/17/2022","110.80","106.62","111.42","106.55","8.39M","3.97%"
"10/14/2022","106.57","103.41","108.07","103.41","10.75M","3.61%"
"10/13/2022","102.86","101.92","106.11","100.65","13.15M","0.69%"
"10/12/2022","102.16","104.15","104.15","101.59","8.45M","-2.29%"
"10/11/2022","104.55","104.55","105.02","103.12","8.33M","-0.07%"
"10/10/2022","104.62","105.82","107.06","104.60","7.70M","-1.33%"
"10/07/2022","106.03","108.29","109.39","105.89","8.36M","-2.38%"
"10/06/2022","108.62","108.41","109.76","107.29","11.42M","0.95%"
"10/05/2022","107.60","112.34","112.72","106.71","8.15M","-4.17%"
"10/04/2022","112.28","112.89","114.36","111.40","9.63M","0.15%"
"10/03/2022","112.11","110.02","112.52","108.56","10.88M","1.22%"
"09/30/2022","110.76","105.77","110.97","105.66","12.84M","5.07%"
"09/29/2022","105.42","108.16","108.16","103.78","12.21M","-2.66%"
"09/28/2022","108.30","104.27","108.30","100.92","15.81M","3.55%"
"09/27/2022","104.59","109.00","110.23","104.59","11.63M","-3.97%"
"09/26/2022","108.91","111.67","111.67","108.88","9.43M","-3.07%"
"09/23/2022","112.36","116.08","116.52","110.96","12.37M","-3.35%"
"09/22/2022","116.26","120.66","120.66","116.16","8.96M","-4.28%"
"09/21/2022","121.46","120.11","121.72","119.40","8.41M","1.13%"
"09/20/2022","120.10","125.30","125.30","118.97","10.85M","-4.10%"
"09/19/2022","125.24","127.03","127.09","124.52","5.36M","-1.36%"
"09/16/2022","126.97","125.88","127.78","123.64","18.21M","0.25%"
"09/15/2022","126.65","128.04","128.62","126.15","5.92M","-1.16%"
"09/14/2022","128.14","130.47","131.32","127.75","7.48M","-2.00%"
"09/13/2022","130.75","136.17","136.38","130.75","8.36M","-3.86%"
"09/12/2022","136.00","132.96","136.37","132.63","5.01M","2.45%"
"09/09/2022","132.75","130.84","133.04","130.84","4.65M","1.51%"
"09/08/2022","130.77","132.57","133.43","129.59","7.12M","-1.02%"
"09/07/2022","132.12","132.23","132.71","131.44","5.20M","-0.45%"
"09/06/2022","132.72","131.29","133.67","131.04","4.44M","1.02%"
"09/05/2022","131.38","132.66","132.66","130.65","4.40M","-1.26%"
"09/02/2022","133.05","130.41","133.18","129.83","5.62M","2.29%"
"09/01/2022","130.07","134.19","134.19","129.88","5.98M","-3.34%"
"08/31/2022","134.56","135.59","136.32","134.25","6.54M","-0.63%"
"08/30/2022","135.41","136.02","138.01","134.77","4.76M","-0.38%"
"08/29/2022","135.93","135.60","136.74","135.11","2.35M","-0.33%"
"08/26/2022","136.38","140.13","140.98","136.21","4.93M","-2.53%"
"08/25/2022","139.92","140.29","141.43","139.12","3.57M","-0.14%"
"08/24/2022","140.12","140.29","140.70","138.49","4.69M","-0.16%"
"08/23/2022","140.34","141.94","142.73","140.34","5.15M","-1.11%"
"08/22/2022","141.92","143.76","144.45","141.32","4.25M","-1.33%"
"08/19/2022","143.83","147.89","147.89","143.66","5.98M","-3.03%"
"08/18/2022","148.33","146.85","148.48","146.72","4.01M","0.84%"
"08/17/2022","147.10","151.81","152.00","146.97","5.13M","-2.96%"
"08/16/2022","151.59","153.20","153.64","150.92","4.81M","-1.03%"
"08/15/2022","153.17","153.59","154.38","152.69","4.57M","-0.27%"
"08/12/2022","153.58","151.51","153.71","151.07","7.57M","1.39%"
"08/11/2022","151.48","152.65","152.82","151.09","4.96M","-0.58%"
"08/10/2022","152.37","146.88","152.55","145.79","5.47M","3.58%"
"08/09/2022","147.10","149.21","150.06","146.62","4.49M","-1.39%"
"08/08/2022","149.17","146.82","150.30","146.82","3.40M","1.93%"
"08/05/2022","146.34","148.92","149.35","145.72","4.77M","-1.59%"
"08/04/2022","148.70","150.85","151.98","148.09","5.93M","-1.26%"
"08/03/2022","150.59","148.87","151.53","148.55","5.15M","1.00%"
"08/02/2022","149.10","149.94","149.94","147.88","4.59M","-0.79%"
"08/01/2022","150.29","151.58","151.76","150.25","6.86M","-1.18%"
"07/29/2022","152.08","149.47","152.58","149.47","6.37M","2.01%"
"07/28/2022","149.08","145.44","149.14","145.44","5.38M","3.02%"
"07/27/2022","144.71","145.87","146.13","143.52","4.95M","-0.62%"
"07/26/2022","145.62","147.06","147.06","145.16","4.41M","-1.09%"
"07/25/2022","147.23","148.94","148.94","146.73","3.96M","-1.34%"
"07/22/2022","149.23","143.34","149.81","143.25","6.20M","4.25%"
"07/21/2022","143.14","142.20","143.25","140.87","5.58M","0.45%"
"07/20/2022","142.50","141.81","143.59","141.79","5.99M","0.39%"
"07/19/2022","141.94","139.33","142.10","138.77","5.55M","1.45%"
"07/18/2022","139.91","138.65","140.08","138.45","6.32M","1.33%"
"07/15/2022","138.07","135.13","138.15","133.96","10.99M","2.46%"
"07/14/2022","134.76","137.58","137.63","133.49","11.93M","-2.23%"
"07/13/2022","137.84","137.88","139.38","136.30","6.40M","-0.01%"
"07/12/2022","137.85","136.27","137.95","133.60","5.30M","1.00%"
"07/11/2022","136.49","136.31","137.71","135.02","4.66M","-0.82%"
"07/08/2022","137.62","137.89","138.06","136.46","6.09M","-0.27%"
"07/07/2022","137.99","136.13","137.99","135.43","6.00M","1.82%"
"07/06/2022","135.53","132.89","136.38","132.89","6.99M","2.81%"
"07/05/2022","131.83","131.26","133.40","130.36","8.34M","0.94%"
"07/04/2022","130.60","134.54","135.40","130.39","6.28M","-2.63%"
"07/01/2022","134.13","134.06","136.40","132.11","7.44M","-0.13%"
"06/30/2022","134.30","137.51","137.51","133.27","8.90M","-2.96%"
"06/29/2022","138.40","142.48","142.48","136.97","7.32M","-3.50%"
"06/28/2022","143.42","142.65","143.98","141.59","5.28M","0.67%"
"06/27/2022","142.47","142.07","143.87","141.13","5.91M","0.71%"
"06/24/2022","141.47","138.60","142.01","138.60","8.40M","2.27%"
"06/23/2022","138.33","140.73","140.73","136.80","8.74M","-1.99%"
"06/22/2022","141.14","140.81","142.29","137.86","9.46M","0.29%"
"06/21/2022","140.73","141.26","142.48","140.35","6.00M","-0.30%"
"06/20/2022","141.15","140.75","142.13","140.32","5.68M","0.42%"
"06/17/2022","140.56","138.00","142.08","137.82","13.87M","2.24%"
"06/16/2022","137.48","141.56","141.62","136.72","10.08M","-2.81%"
"06/15/2022","141.45","140.49","142.19","140.49","7.95M","0.98%"
"06/14/2022","140.08","142.27","142.38","138.91","11.38M","-1.19%"
"06/13/2022","141.76","147.70","147.70","141.44","9.37M","-4.38%"
"06/10/2022","148.25","151.34","151.34","147.26","6.53M","-2.42%"
"06/09/2022","151.92","155.71","155.71","151.59","5.41M","-2.91%"
"06/08/2022","156.48","158.38","158.73","155.82","5.46M","-1.07%"
"06/07/2022","158.17","158.22","159.02","157.23","5.10M","-0.35%"
"06/06/2022","158.73","157.83","158.79","157.00","4.34M","0.96%"
"06/03/2022","157.22","157.68","158.03","156.75","2.60M","0.06%"
"06/02/2022","157.12","158.19","158.26","156.24","2.17M","-0.45%"
"06/01/2022","157.83","161.82","162.30","157.70","4.84M","-2.23%"
"05/31/2022","161.43","162.63","162.63","159.87","10.18M","-0.90%"
"05/30/2022","162.89","163.16","164.80","162.73","3.57M","-0.02%"
"05/27/2022","162.92","159.99","163.04","159.40","4.89M","2.00%"
"05/26/2022","159.73","159.22","159.93","158.89","4.07M","0.48%"
"05/25/2022","158.97","160.07","161.27","158.01","3.76M","-0.27%"
"05/24/2022","159.40","161.90","161.99","159.01","4.52M","-1.82%"
"05/23/2022","162.36","161.99","163.09","160.39","3.55M","0.94%"
"05/20/2022","160.85","159.07","162.44","159.07","4.42M","1.23%"
"05/19/2022","158.90","159.78","159.78","156.83","6.06M","-1.13%"
"05/18/2022","160.72","160.69","162.59","160.11","4.01M","0.07%"
"05/17/2022","160.60","160.70","162.55","160.20","3.66M","0.56%"
"05/16/2022","159.70","157.52","159.81","157.14","3.75M","1.05%"
"05/13/2022","158.04","156.20","158.17","155.83","5.10M","1.51%"
"05/12/2022","155.69","155.77","156.43","152.50","5.91M","-1.19%"
"05/11/2022","157.56","153.22","157.56","153.22","6.89M","3.42%"
"05/10/2022","152.35","151.73","154.41","151.60","5.66M","0.87%"
"05/09/2022","151.03","156.16","156.16","151.03","6.59M","-3.70%"
"05/06/2022","156.83","162.67","162.67","155.74","6.76M","-3.81%"
"05/05/2022","163.04","162.43","166.97","162.43","5.89M","0.80%"
"05/04/2022","161.74","166.00","166.04","161.74","7.01M","-2.42%"
"05/03/2022","165.75","168.88","169.51","165.34","5.42M","-1.87%"
"05/02/2022","168.90","169.88","170.88","165.76","2.91M","-1.64%"
"04/29/2022","171.72","173.46","174.81","171.72","5.22M","-1.03%"
"04/28/2022","173.51","174.19","175.56","172.86","4.25M","-0.24%"
"04/27/2022","173.92","172.91","174.93","171.12","5.80M","0.49%"
"04/26/2022","173.08","174.43","176.88","173.07","6.88M","-0.45%"
"04/25/2022","173.86","174.63","175.10","172.34","3.88M","-1.02%"
"04/22/2022","175.66","178.09","178.09","175.66","3.36M","-1.87%"
"04/21/2022","179.01","177.83","180.43","177.68","3.78M","0.69%"
"04/20/2022","177.78","177.06","178.93","176.14","3.81M","0.44%"
"04/19/2022","177.01","180.44","180.45","176.91","3.54M","-2.12%"
"04/14/2022","180.85","178.92","181.05","178.04","3.24M","1.15%"
"04/13/2022","178.80","179.77","179.87","178.03","4.09M","-0.66%"
"04/12/2022","179.98","182.21","182.21","179.66","3.45M","-1.66%"
"04/11/2022","183.01","182.37","184.04","181.18","2.75M","0.08%"
"04/08/2022","182.86","182.61","184.41","182.02","2.94M","0.58%"
"04/07/2022","181.81","183.24","184.41","181.67","4.16M","-0.54%"
"04/06/2022","182.79","186.92","186.92","182.47","4.32M","-2.20%"
"04/05/2022","186.90","185.43","187.07","184.67","4.05M","0.90%"
"04/04/2022","185.23","184.48","185.76","183.73","3.71M","0.38%"
"04/01/2022","184.53","183.03","184.75","182.14","4.17M","0.70%"
"03/31/2022","183.24","185.00","185.77","183.24","3.91M","-0.95%"
"03/30/2022","185.00","185.39","185.39","183.47","3.28M","-0.36%"
"03/29/2022","185.66","183.41","185.66","182.98","4.08M","1.84%"
"03/28/2022","182.30","181.70","182.82","181.39","3.21M","0.30%"
"03/25/2022","181.75","179.08","181.99","178.94","3.27M","1.65%"
"03/24/2022","178.80","180.57","181.03","178.35","4.16M","-0.89%"
"03/23/2022","180.41","186.02","186.02","180.37","3.81M","-2.94%"
"03/22/2022","185.88","183.75","186.39","183.31","4.18M","1.29%"
"03/21/2022","183.51","186.01","186.01","183.50","5.11M","-1.79%"
"03/18/2022","186.85","186.60","187.57","182.84","11.66M","0.37%"
"03/17/2022","186.17","184.57","186.99","184.57","4.56M","1.01%"
"03/16/2022","184.31","181.59","186.42","181.59","6.34M","2.26%"
"03/15/2022","180.23","180.78","181.45","178.97","3.84M","-0.88%"
"03/14/2022","181.83","179.79","183.04","179.79","4.44M","1.44%"
"03/11/2022","179.25","176.65","180.86","175.83","4.30M","1.60%"
"03/10/2022","176.43","178.59","179.33","174.98","4.92M","-0.98%"
"03/09/2022","178.18","171.31","178.18","171.31","5.06M","4.92%"
"03/08/2022","169.83","169.18","172.49","168.31","5.68M","-0.15%"
"03/07/2022","170.08","171.56","173.36","165.51","7.76M","-1.67%"
"03/04/2022","172.97","178.18","179.53","172.97","5.21M","-3.09%"
"03/03/2022","178.49","181.61","183.33","178.49","4.61M","-1.87%"
"03/02/2022","181.90","178.99","182.96","178.32","7.20M","1.30%"
"03/01/2022","179.56","182.83","182.83","179.56","4.53M","-2.10%"
"02/28/2022","183.41","180.92","183.51","179.66","6.45M","0.85%"
"02/25/2022","181.86","175.63","182.57","175.63","6.06M","4.28%"
"02/24/2022","174.39","175.94","177.43","171.86","9.46M","-2.31%"
"02/23/2022","178.52","179.94","181.54","178.52","8.53M","-0.61%"
"02/22/2022","179.62","175.36","180.31","174.63","7.29M","0.79%"
"02/21/2022","178.21","181.46","181.89","177.99","11.41M","-1.50%"
"02/18/2022","180.92","182.60","184.92","180.78","5.56M","-0.95%"
"02/17/2022","182.65","184.63","184.63","182.22","5.03M","-0.99%"
"02/16/2022","184.47","181.95","184.55","181.95","4.53M","1.60%"
"02/15/2022","181.56","179.19","182.14","178.62","4.40M","1.20%"
"02/14/2022","179.40","180.60","180.60","176.47","5.68M","-1.40%"
"02/11/2022","181.94","182.86","182.86","179.61","4.82M","-1.07%"
"02/10/2022","183.91","182.91","184.37","181.26","6.04M","0.68%"
"02/09/2022","182.67","179.84","182.70","179.84","5.31M","2.07%"
"02/08/2022","178.97","180.86","182.01","178.53","5.01M","-0.94%"
"02/07/2022","180.66","182.32","183.07","179.57","5.24M","-0.55%"
"02/04/2022","181.66","187.85","188.56","181.66","4.49M","-3.44%"
"02/03/2022","188.14","190.23","190.85","188.12","3.46M","-1.30%"
"02/02/2022","190.62","189.06","191.48","189.06","3.61M","1.00%"
"02/01/2022","188.74","189.27","190.63","187.96","4.29M","0.03%"
"01/31/2022","188.68","188.19","189.49","186.62","4.81M","0.89%"
"01/28/2022","187.02","188.12","188.12","185.25","5.20M","-0.73%"
"01/27/2022","188.39","185.26","189.25","184.49","4.44M","0.86%"
"01/26/2022","186.78","183.18","187.21","183.18","4.30M","2.38%"
"01/25/2022","182.43","182.33","183.39","180.96","4.31M","0.46%"
"01/24/2022","181.59","186.09","186.26","180.36","5.78M","-2.55%"
"01/21/2022","186.35","187.54","187.54","184.98","3.90M","-1.53%"
"01/20/2022","189.24","188.60","189.79","187.15","4.64M","0.70%"
"01/19/2022","187.92","185.89","189.32","185.26","5.21M","0.78%"
"01/18/2022","186.47","187.85","187.85","184.87","4.94M","-0.97%"
"01/17/2022","188.29","189.02","189.42","187.77","3.17M","-0.25%"
"01/14/2022","188.77","189.56","190.17","188.48","3.77M","-0.71%"
"01/13/2022","190.12","190.04","191.42","189.52","3.80M","-0.04%"
"01/12/2022","190.20","189.41","190.38","188.34","3.20M","0.80%"
"01/11/2022","188.69","189.62","190.53","188.04","4.07M","-0.04%"
"01/10/2022","188.76","192.12","192.26","188.23","4.21M","-1.46%"
"01/07/2022","191.55","195.00","195.01","190.84","4.70M","-1.65%"
"01/06/2022","194.77","195.58","195.58","194.23","2.89M","-0.95%"
"01/05/2022","196.63","197.46","198.62","196.53","2.58M","-0.17%"
"01/04/2022","196.97","198.68","199.03","196.75","3.25M","-0.07%"
"01/03/2022","197.11","196.37","198.03","196.37","1.19M","0.46%"
"12/31/2021","196.20","196.20","196.20","196.20","1.32M","-0.05%"
"12/30/2021","196.29","194.92","196.29","194.88","1.72M","0.76%"
"12/29/2021","194.81","194.64","195.95","193.84","2.23M","0.19%"
"12/28/2021","194.45","192.94","194.49","192.90","877.54K","0.88%"
"12/27/2021","192.76","191.42","192.99","191.29","1.00M","0.64%"
"12/24/2021","191.54","191.31","191.91","191.31","1.69M","0.10%"
"12/23/2021","191.35","190.36","191.81","190.36","2.42M","0.58%"
"12/22/2021","190.25","189.78","190.28","188.87","2.36M","0.34%"
"12/21/2021","189.60","189.02","190.77","189.02","2.97M","0.75%"
"12/20/2021","188.19","190.19","190.19","187.90","3.70M","-1.86%"
"12/17/2021","191.75","190.03","191.92","188.62","11.01M","0.76%"
"12/16/2021","190.31","192.06","193.18","190.09","4.88M","-0.35%"
"12/15/2021","190.98","190.22","191.87","190.12","4.30M","0.59%"
"12/14/2021","189.86","192.36","193.61","189.52","6.25M","-1.15%"
"12/13/2021","192.07","193.53","193.89","190.77","3.97M","-0.70%"
"12/10/2021","193.43","193.93","194.49","193.18","4.82M","-0.32%"
"12/09/2021","194.06","194.23","195.55","193.88","4.52M","0.03%"
"12/08/2021","194.00","195.78","196.67","193.87","5.92M","-0.95%"
"12/07/2021","195.86","195.03","197.02","195.03","4.51M","0.86%"
"12/06/2021","194.19","192.91","194.41","192.51","4.35M","1.10%"
"12/03/2021","192.08","193.60","195.16","191.68","5.42M","-0.68%"
"12/02/2021","193.40","192.96","193.50","190.56","6.00M","-0.45%"
"12/01/2021","194.27","193.11","194.69","192.71","5.54M","0.46%"
"11/30/2021","193.39","194.23","195.49","192.46","10.39M","-0.95%"
"11/29/2021","195.24","196.02","198.01","195.24","6.99M","0.29%"
"11/26/2021","194.68","198.77","198.77","194.64","7.28M","-3.44%"
"11/25/2021","201.61","199.16","201.81","198.39","4.25M","1.19%"
"11/24/2021","199.24","195.87","200.14","195.56","4.35M","1.88%"
"11/23/2021","195.57","198.74","198.74","195.57","5.23M","-1.95%"
"11/22/2021","199.45","201.86","202.24","199.40","4.50M","-0.95%"
"11/19/2021","201.36","200.07","201.65","199.31","6.04M","0.78%"
"11/18/2021","199.81","198.78","199.92","198.16","4.63M","0.69%"
"11/17/2021","198.45","199.76","200.35","198.11","5.56M","-0.52%"
"11/16/2021","199.48","197.83","199.82","197.62","4.37M","1.04%"
"11/15/2021","197.43","196.28","197.51","195.84","3.62M","0.61%"
"11/12/2021","196.24","194.92","196.47","194.46","5.48M","0.80%"
"11/11/2021","194.69","194.45","195.13","193.74","6.12M","-0.06%"
"11/10/2021","194.81","195.67","196.72","194.16","3.82M","-0.36%"
"11/09/2021","195.52","194.44","195.90","194.18","3.33M","0.62%"
"11/08/2021","194.32","195.86","196.39","193.87","5.25M","-0.79%"
"11/05/2021","195.87","195.89","196.51","194.57","3.37M","-0.18%"
"11/04/2021","196.22","192.73","196.77","192.73","6.32M","2.33%"
"11/03/2021","191.76","190.44","191.79","189.31","3.94M","0.60%"
"11/02/2021","190.62","189.96","192.25","189.50","3.63M","0.17%"
"11/01/2021","190.30","190.86","192.10","189.62","5.18M","-0.35%"
"10/29/2021","190.97","194.05","194.13","189.94","4.91M","-1.78%"
"10/28/2021","194.44","194.68","194.68","193.46","5.42M","-0.13%"
"10/27/2021","194.69","192.94","195.11","192.94","3.85M","0.75%"
"10/26/2021","193.24","192.47","194.36","192.12","3.62M","0.53%"
"10/25/2021","192.22","193.12","193.44","192.12","3.03M","-0.52%"
"10/22/2021","193.23","191.74","193.76","191.43","3.67M","0.82%"
"10/21/2021","191.65","190.43","192.35","189.40","3.93M","0.47%"
"10/20/2021","190.75","191.76","191.91","189.77","3.72M","-0.67%"
"10/19/2021","192.03","190.33","192.05","189.96","3.21M","0.90%"
"10/18/2021","190.31","190.45","190.45","189.41","3.29M","-0.19%"
"10/15/2021","190.67","188.54","190.75","188.21","4.42M","1.19%"
"10/14/2021","188.43","186.73","188.52","186.73","3.98M","1.24%"
"10/13/2021","186.12","184.10","186.55","183.54","4.39M","1.00%"
"10/12/2021","184.28","181.92","184.28","180.07","5.56M","1.03%"
"10/11/2021","182.40","181.66","182.40","179.38","5.16M","0.36%"
"10/08/2021","181.74","182.42","182.83","181.58","4.00M","-0.47%"
"10/07/2021","182.59","181.11","182.76","180.72","4.52M","1.50%"
"10/06/2021","179.89","180.97","180.97","177.73","4.64M","-1.00%"
"10/05/2021","181.70","181.56","182.39","181.06","4.29M","0.12%"
"10/04/2021","181.48","183.26","183.45","181.35","5.88M","-0.97%"
"10/01/2021","183.26","179.67","183.80","178.43","5.35M","1.36%"
"09/30/2021","180.80","182.60","184.33","180.80","7.93M","-0.61%"
"09/29/2021","181.91","182.55","184.95","181.82","4.48M","-0.29%"
"09/28/2021","182.43","188.46","188.46","182.13","5.06M","-3.20%"
"09/27/2021","188.47","187.88","190.24","187.88","5.61M","0.47%"
"09/24/2021","187.58","190.35","190.35","187.51","3.88M","-1.55%"
"09/23/2021","190.53","189.52","191.13","189.52","3.58M","0.95%"
"09/22/2021","188.73","188.78","189.74","188.45","2.99M","0.11%"
"09/21/2021","188.53","185.61","189.05","185.61","4.03M","1.65%"
"09/20/2021","185.47","187.56","187.56","184.67","4.97M","-1.56%"
"09/17/2021","188.41","190.25","191.67","188.41","15.50M","-0.84%"
