DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2010-Q1,74.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2010-Q2,76.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2010-Q3,78.16,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2010-Q4,78.44,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2011-Q1,79.01,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2011-Q2,81.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2011-Q3,82.83,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2011-Q4,83.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2012-Q1,85.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2012-Q2,86.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2012-Q3,89.14,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2012-Q4,88.89,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2013-Q1,90.37,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2013-Q2,91.74,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2013-Q3,94.48,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2013-Q4,91.81,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2014-Q1,94.32,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2014-Q2,95.83,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2014-Q3,95.14,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2014-Q4,96.03,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2015-Q1,93.88,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2015-Q2,99.89,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2015-Q3,104.01,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2015-Q4,102.22,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2016-Q1,106.48,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2016-Q2,108.87,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2016-Q3,109.43,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2016-Q4,109.35,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2017-Q1,111.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2017-Q2,114.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2017-Q3,114.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2017-Q4,116.51,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2018-Q1,117.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2018-Q2,118.51,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2018-Q3,120.37,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2018-Q4,122.18,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2019-Q1,122.38,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2019-Q2,126.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2019-Q3,127.81,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2019-Q4,129.81,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2020-Q1,131.85,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2020-Q2,135.02,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2020-Q3,138.71,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2020-Q4,139.66,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2021-Q1,144.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2021-Q2,150.95,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2021-Q3,156.26,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2021-Q4,161.14,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2022-Q1,165.94,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2022-Q2,169.47,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2022-Q3,174.91,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,AT,2022-Q4,173.86,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2005-Q1,69.68,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2005-Q2,71.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2005-Q3,73.78,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2005-Q4,75.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2006-Q1,76.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2006-Q2,78.79,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2006-Q3,81.07,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2006-Q4,81.69,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2007-Q1,83.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2007-Q2,85.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2007-Q3,86.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2007-Q4,87.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2008-Q1,88.09,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2008-Q2,89.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2008-Q3,90.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2008-Q4,90.12,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2009-Q1,88.95,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2009-Q2,88.09,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2009-Q3,90.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2009-Q4,89.30,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2010-Q1,90.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2010-Q2,91.12,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2010-Q3,92.86,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2010-Q4,93.41,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2011-Q1,94.07,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2011-Q2,94.93,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2011-Q3,96.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2011-Q4,96.64,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2012-Q1,97.33,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2012-Q2,97.42,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2012-Q3,98.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2012-Q4,97.72,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2013-Q1,98.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2013-Q2,98.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2013-Q3,99.82,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2013-Q4,98.83,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2014-Q1,97.00,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2014-Q2,97.67,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2014-Q3,98.96,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2014-Q4,99.78,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2015-Q1,97.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2015-Q2,99.56,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2015-Q3,101.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2015-Q4,101.29,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2016-Q1,100.56,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2016-Q2,101.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2016-Q3,104.31,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2016-Q4,103.94,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2017-Q1,105.01,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2017-Q2,104.67,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2017-Q3,108.18,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2017-Q4,107.63,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2018-Q1,107.67,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2018-Q2,108.73,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2018-Q3,110.93,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2018-Q4,110.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2019-Q1,111.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2019-Q2,112.01,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2019-Q3,115.96,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2019-Q4,115.61,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2020-Q1,115.49,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2020-Q2,117.04,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2020-Q3,119.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2020-Q4,122.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2021-Q1,123.49,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2021-Q2,125.71,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2021-Q3,129.42,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2021-Q4,129.61,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2022-Q1,131.47,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2022-Q2,133.17,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2022-Q3,136.33,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BE,2022-Q4,135.76,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2005-Q1,76.01,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2005-Q2,79.26,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2005-Q3,81.55,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2005-Q4,83.52,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2006-Q1,87.47,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2006-Q2,88.91,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2006-Q3,92.96,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2006-Q4,98.09,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2007-Q1,107.23,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2007-Q2,112.97,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2007-Q3,121.42,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2007-Q4,132.06,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2008-Q1,141.08,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2008-Q2,149.36,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2008-Q3,153.92,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2008-Q4,147.53,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2009-Q1,130.77,e
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2009-Q2,118.17,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2009-Q3,112.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2009-Q4,109.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2010-Q1,107.18,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2010-Q2,106.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2010-Q3,105.38,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2010-Q4,104.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2011-Q1,102.03,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2011-Q2,100.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2011-Q3,99.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2011-Q4,98.10,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2012-Q1,98.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2012-Q2,98.67,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2012-Q3,98.57,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2012-Q4,96.82,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2013-Q1,96.00,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2013-Q2,96.48,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2013-Q3,95.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2013-Q4,95.66,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2014-Q1,96.66,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2014-Q2,96.97,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2014-Q3,97.21,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2014-Q4,98.32,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2015-Q1,98.85,b
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2015-Q2,99.71,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2015-Q3,99.21,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2015-Q4,102.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2016-Q1,103.38,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2016-Q2,106.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2016-Q3,107.94,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2016-Q4,110.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2017-Q1,112.66,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2017-Q2,115.37,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2017-Q3,117.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2017-Q4,119.53,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2018-Q1,120.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2018-Q2,124.03,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2018-Q3,124.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2018-Q4,126.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2019-Q1,129.45,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2019-Q2,130.26,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2019-Q3,131.97,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2019-Q4,133.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2020-Q1,135.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2020-Q2,134.07,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2020-Q3,138.81,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2020-Q4,141.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2021-Q1,145.72,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2021-Q2,146.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2021-Q3,150.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2021-Q4,154.48,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2022-Q1,162.52,b
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2022-Q2,167.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2022-Q3,174.43,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,BG,2022-Q4,175.14,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2005-Q1,93.41,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2005-Q2,95.38,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2005-Q3,98.79,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2005-Q4,100.64,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2006-Q1,103.04,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2006-Q2,106.44,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2006-Q3,110.64,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2006-Q4,114.16,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2007-Q1,116.41,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2007-Q2,119.71,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2007-Q3,124.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2007-Q4,125.11,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2008-Q1,129.59,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2008-Q2,130.42,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2008-Q3,128.69,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2008-Q4,123.96,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2009-Q1,122.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2009-Q2,121.17,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2009-Q3,119.19,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2009-Q4,116.27,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2010-Q1,114.37,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2010-Q2,112.79,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2010-Q3,112.39,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2010-Q4,112.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2011-Q1,111.56,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2011-Q2,113.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2011-Q3,111.22,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2011-Q4,107.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2012-Q1,106.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2012-Q2,106.02,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2012-Q3,110.14,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2012-Q4,108.22,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2013-Q1,104.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2013-Q2,104.77,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2013-Q3,103.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2013-Q4,100.78,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2014-Q1,98.08,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2014-Q2,103.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2014-Q3,102.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2014-Q4,101.56,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2015-Q1,97.52,b
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2015-Q2,100.59,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2015-Q3,102.49,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2015-Q4,99.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2016-Q1,97.29,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2016-Q2,99.18,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2016-Q3,101.87,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2016-Q4,102.72,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2017-Q1,99.64,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2017-Q2,102.74,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2017-Q3,102.46,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2017-Q4,105.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2018-Q1,103.10,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2018-Q2,104.01,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2018-Q3,103.12,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2018-Q4,107.04,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2019-Q1,107.93,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2019-Q2,112.73,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2019-Q3,105.64,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2019-Q4,106.51,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,CY,2020-Q1,109.13,
